project,organism full name,organism abbreviation,is_annotated genome,is_reference_strain,orthoMCL abbrev
TriTrypDB,Trypanosoma cruzi strain 231,tcru231,0,0,tcro
TriTrypDB,Trypanosoma cruzi Berenice,tcruBerenice,1,0,tcbe
TriTrypDB,Trypanosoma cruzi Brazil A4,tcruBrazilA4,1,0,tcba
TriTrypDB,Trypanosoma cruzi Bug2148,tcruBug2148,0,0,tcrb
TriTrypDB,Trypanosoma cruzi strain CL,tcruCL,1,0,tccl
TriTrypDB,Trypanosoma cruzi strain CL Brener,tcruCLBrener,1,0,tcrc
TriTrypDB,Trypanosoma cruzi CL Brener Esmeraldo-like,tcruCLBrenerEsmeraldo-like,1,1,tcrl
TriTrypDB,Trypanosoma cruzi CL Brener Non-Esmeraldo-like,tcruCLBrenerNon-Esmeraldo-like,1,0,tcrn
TriTrypDB,Trypanosoma cruzi Dm28c 2014,tcruDm28c2014,1,0,tcrd
TriTrypDB,Trypanosoma cruzi Dm28c 2017,tcruDm28c2017,1,0,tccd
TriTrypDB,Trypanosoma cruzi Dm28c 2018,tcruDm28c2018,1,0,tcru
TriTrypDB,Trypanosoma cruzi strain Esmeraldo,tcruEsmeraldo,0,0,tcre
TriTrypDB,Trypanosoma cruzi strain G,tcruG,1,0,tcrg
TriTrypDB,Trypanosoma cruzi JR cl. 4,tcruJRcl4,0,0,tcrj
TriTrypDB,Trypanosoma cruzi marinkellei strain B7,tcrumarinkelleiB7,1,0,tcrm
TriTrypDB,Trypanosoma cruzi strain S11,tcruS11,0,0,tcrp
TriTrypDB,Trypanosoma cruzi strain S15,tcruS15,0,0,tcsj
TriTrypDB,Trypanosoma cruzi strain S154a,tcruS154a,0,0,tcsl
TriTrypDB,Trypanosoma cruzi strain S162a,tcruS162a,0,0,tcsk
TriTrypDB,Trypanosoma cruzi strain S23b,tcruS23b,0,0,tcsf
TriTrypDB,Trypanosoma cruzi strain S44a,tcruS44a,0,0,tcsm
TriTrypDB,Trypanosoma cruzi strain S92a,tcruS92a,0,0,tcsg
TriTrypDB,Trypanosoma cruzi Sylvio X10/1,tcruSylvioX10-1,1,0,tcrs
TriTrypDB,Trypanosoma cruzi Sylvio X10/1-2012,tcruSylvioX10-1-2012,1,0,tcsx
TriTrypDB,Trypanosoma cruzi TCC,tcruTCC,1,0,tcrk
TriTrypDB,Trypanosoma cruzi Tula cl2,tcruTulacl2,0,0,tcrt
TriTrypDB,Trypanosoma cruzi strain Y,tcruY,0,0,tcry
TriTrypDB,Trypanosoma cruzi Y C6,tcruYC6,1,0,tcyc
TriTrypDB,Trypanosoma cruzi strain Ycl2,tcruYcl2,0,0,tcyt
TriTrypDB,Trypanosoma cruzi strain Ycl4,tcruYcl4,0,0,tcyf
TriTrypDB,Trypanosoma cruzi strain Ycl6,tcruYcl6,0,0,tcys
TriTrypDB,Trypanosoma equiperdum OVI,tequOVI,1,1,teov
TriTrypDB,Trypanosoma evansi strain STIB 805,tevaSTIB805,1,1,teva
TriTrypDB,Trypanosoma grayi ANR4,tgraANR4,1,1,tgra
TriTrypDB,Trypanosoma melophagium St. Kilda,tmelStKilda,1,1,tmki
TriTrypDB,Trypanosoma rangeli SC58,tranSC58,1,1,tran
TriTrypDB,Trypanosoma theileri isolate Edinburgh,ttheEdinburgh,1,1,tthe
TriTrypDB,Trypanosoma vivax Y486,tvivY486,1,1,tviv
,,,,,
,,,,,
VectorBase,Aedes aegypti Aag2,aaegAag2,0,0,aaag
VectorBase,Aedes aegypti LVP_AGWG,aaegLVP_AGWG,1,1,aaeg
VectorBase,Aedes albopictus C6/36 cell line,aalbC6-36,1,0,aalc
VectorBase,Aedes albopictus Foshan,aalbFoshan,1,0,aalf
VectorBase,Aedes albopictus Foshan FPA2023,aalbFoshanFPA2023,1,0,aaff
VectorBase,Aedes albopictus Foshan FPA,aalbFPA,1,1,aalb
VectorBase,Anopheles albimanus STECLA,aalbSTECLA,1,0,aals
VectorBase,Anopheles albimanus STECLA 2020,aalbSTECLA2020,1,1,aasz
VectorBase,Amblyomma americanum F_SG_1,aameF_SG_1,1,1,aame
VectorBase,Anopheles aquasalis AaquGF1,aaquidAnoAquaMGQ_19,1,1,aaqu
VectorBase,Anopheles arabiensis Dongola,aaraDongola,1,0,aara
VectorBase,Anopheles arabiensis DONGOLA 2021,aaraDONGOLA2021,1,1,aard
VectorBase,Anopheles atroparvus EBRO,aatrEBRO,1,1,aatr
VectorBase,Anopheles atroparvus Infravec2 EBRE,aatrInfravec2EBRE,1,0,aaie
VectorBase,Anopheles bellator AbelBR1,abelAbelBR1,1,1,abel
VectorBase,Anopheles christyi ACHKN1017,achrACHKN1017,1,1,achr
VectorBase,Anopheles coluzzii AcolN3,acolAcolN3idAnoColuKW18c001_1,1,1,accw
VectorBase,Anopheles coluzzii Mali-NIH,acolMali-NIH,1,0,acom
VectorBase,Anopheles coluzzii MOPTI,acolMOPTI,1,0,acmp
VectorBase,Anopheles coluzzii Ngousso,acolNgousso,1,0,acol
VectorBase,Anopheles coustani AcouGA1,acouAcouGA1,1,1,acou
VectorBase,Anopheles cruzii AcruBR1,acruidAnoCruzAS_RS32_06,1,1,acru
VectorBase,Anopheles culicifacies A-37,aculA-37,1,1,acua
VectorBase,Anopheles darlingi Coari,adarCoari,1,0,adar
VectorBase,Anopheles darlingi AdarGF1,adaridAnoDarlMGH_01,1,1,addm
VectorBase,Anopheles dirus WRAIR2,adirWRAIR2,1,1,adir
VectorBase,Anopheles epiroticus Epiroticus2,aepiEpiroticus2,1,1,aepi
VectorBase,Anopheles farauti FAR1,afarFAR1,1,1,afar
VectorBase,Anopheles funestus FUMOZ,afunFUMOZ,1,0,afun
VectorBase,Anopheles funestus AfunGA1,afunidAnoFuneDA416_04,1,1,affd
VectorBase,Anopheles gambiae Ifakara,agamIfakara,1,0,agai
VectorBase,Anopheles gambiae PEST,agamPEST,1,1,agam
VectorBase,Anopheles gambiae Pimperena,agamPimperena,0,0,agas
VectorBase,Anopheles maculipalpis AmacGA1,amacidAnoMacuDA375_x,1,1,amda
VectorBase,Anopheles maculatus maculatus3,amacmaculatus3,1,1,amam
VectorBase,Amblyomma maculatum SK-2019,amacSK-2019,0,1,amsk
VectorBase,Anopheles marshallii AmarGA1,amarAmarGA1,1,1,amar
VectorBase,Anopheles melas CM1001059_A,amelCM1001059_A,1,1,amec
VectorBase,Anopheles merus MAF,amerMAF,1,0,amer
VectorBase,Anopheles merus MAF 2021,amerMAF2021,1,1,amem
VectorBase,Anopheles minimus MINIMUS1,aminMINIMUS1,1,1,amin
VectorBase,Anopheles moucheti AmouCM1,amouidAnoMoucSN_F20_07,1,1,amou
VectorBase,Anopheles nili AnilCM1,anilAnilCM1,1,1,anil
VectorBase,Anopheles quadriannulatus SANGWE,aquaSANGWE,1,1,aqua
VectorBase,Anopheles sinensis China,asinChina,1,1,asic
VectorBase,Anopheles sinensis SINENSIS,asinSINENSIS,1,0,asin
VectorBase,Anopheles stephensi Indian,asteIndian,1,0,asti
VectorBase,Anopheles stephensi UCISS2018,asteIndian2020,1,1,asit
VectorBase,Anopheles stephensi SDA-500,asteSDA-500,1,0,asts
VectorBase,Anopheles ziemanni AzieGA1,azieAzieGA1,1,1,azie
VectorBase,Biomphalaria glabrata BB02,bglaBB02,1,0,bgla
VectorBase,Biomphalaria glabrata XG47,bglaXG47,1,1,bglx
VectorBase,Biomphalaria pfeifferi KasaAsao,bpfeKasaAsao,1,1,bpfe
VectorBase,Ctenocephalides felis EL2017-DRISC,cfelEL2017DRISC,1,1,cfed
VectorBase,Cimex lectularius Harlan,clecHarlan,1,1,clec
VectorBase,Culex pipiens pallens TS,cpippallensTS,1,1,cpip
VectorBase,Culex quinquefasciatus JHB 2020,cquiJHB,1,1,cqjh
VectorBase,Culex quinquefasciatus Johannesburg,cquiJohannesburg,1,0,cqui
VectorBase,Culicoides sonorensis PIR-s-3,csonPIR-s-3,1,1,cson
VectorBase,Dermacentor andersoni qqDerAnde1.2,dandqqDerAnde1,1,1,dand
VectorBase,Dermacentor andersoni qqDerAnde1.1,dandqqDerAnde1.1,0,0,danq
VectorBase,Drosophila melanogaster iso-1,dmeliso-1,1,1,dmel
VectorBase,Dermacentor silvarum Dsil-2018,dsilDsil-2018,1,1,dsil
VectorBase,Glossina austeni TTRI,gausTTRI,1,1,gaus
VectorBase,Glossina brevipalpis IAEA,gbreIAEA,1,1,gbre
VectorBase,Glossina fuscipes IAEA,gfusIAEA,1,0,gfus
VectorBase,Glossina fuscipes IAEA 2018,gfusIAEA2018,1,1,gfui
VectorBase,Glossina morsitans Yale,gmorYale,1,1,gmor
VectorBase,Glossina pallidipes IAEA,gpalIAEA,1,1,gpal
VectorBase,Glossina palpalis IAEA,gpapIAEA,1,1,gpap
VectorBase,Hyalomma asiaticum Hyas-2018,hasiHyas2018,1,1,hasi
VectorBase,Haemaphysalis longicornis HaeL-2018,hlonHaeL2018,1,1,hlon
VectorBase,Ixodes persulcatus Iper-2018,iperIper2018,1,1,iper
VectorBase,Ixodes ricinus Charles River,iriciCR,0,1,iric
VectorBase,Ixodes scapularis ISE6,iscaISE6,1,0,isci
VectorBase,Ixodes scapularis PalLabHiFi,iscaPalLabHiFi,1,1,iscp
VectorBase,Ixodes scapularis Wikel,iscaWikel,1,0,isca
VectorBase,Leptotrombidium deliense UoL-UT,ldelUoL-UT,1,1,ldel
VectorBase,Lutzomyia longipalpis Jacobina,llonJacobina,1,0,llon
VectorBase,Lutzomyia longipalpis M1,llonM1,1,1,llom
VectorBase,Musca domestica aabys,mdomaabys,1,1,mdoa
VectorBase,Musca domestica aabys 2023,mdomaabys2023,1,0,mdaa
VectorBase,Malaya genurostris Urasoe2022,mgenUrasoe2022,1,1,mgeu
VectorBase,Phlebotomus argentipes India,pargIndia,1,1,parg
VectorBase,Pediculus humanus USDA,phumUSDA,1,1,phum
VectorBase,Phlebotomus papatasi Israel,ppapIsrael,1,0,ppap
VectorBase,Phlebotomus papatasi M1,ppapM1,1,1,ppam
VectorBase,Rhipicephalus annulatus KleinGrass,rannulKG,0,1,rann
VectorBase,Rhipicephalus microplus Rmic-2018,rmicRmic-2018,1,1,rmrm
VectorBase,Rhodnius prolixus CDC,rproCDC,1,1,rprp
VectorBase,Rhipicephalus sanguineus Rsan-2018,rsanRsan-2018,1,1,rsan
VectorBase,Stomoxys calcitrans idStoCalc2.1,scalidStoCalc2.1,1,0,scsc
VectorBase,Stomoxys calcitrans USDA,scalUSDA,1,1,scal
VectorBase,Sabethes cyaneus ScyaPA1,scyaScyaPA1,1,1,scya
VectorBase,Sarcoptes scabiei Arlian,sscaArlian,1,1,ssca
VectorBase,Triatoma infestans isolate FIOC_28,tinfFIOC_28,0,1,tinf
VectorBase,Toxorhynchites rutilus septentrionalis SRP,trutseptentrionalisSRP,1,1,trut
VectorBase,Topomyia yanbarensis Yona2022,tyanYona2022,1,1,tyan
VectorBase,Uranotaenia lowii MFRU-FL,ulowMFRUFL,1,1,ulow
VectorBase,Wyeomyia smithii HCP4,wsmiHCP4,1,1,wsmi
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
New query for bld 69,,,,,
"$ psql -h ares9.penn.apidb.org -U sufenhu -d genomicsdb_rebuild01 -A -F "","" -c ""select o.project_name, tn.name, o.abbrev, o.is_annotated_genome, o.is_reference_strain, o.orthomcl_abbrev from apidb.organism o, sres.taxonname tn where o.taxon_id=tn.taxon_id and tn.name_class like 'scientific name' and o.project_name not like 'OrthoMCL' order by o.project_name, o.abbrev;"" > bld70.csv",,,,,
"File -> Import -> Upload -> Browse -> bld70.csv, upload -> "" Import location -> Insert new sheet(s), Separator type -> Comma "" -> Import data",,,,,
